Date,Open,High,Low,Close,Volume
2013-11-11,1287.13,1336.06,1268.43,1287.44,78017
2013-11-12,1287.44,1310.84,1286.87,1306.04,101015
2013-11-13,1306.04,1306.42,1258.19,1276.82,80275
2013-11-14,1276.82,1312.62,1260.17,1286.88,88841
2013-11-15,1286.88,1291.73,1285.53,1288.59,122824
2013-11-18,1288.59,1293.14,1277.5,1285.91,56593
2013-11-19,1285.91,1322.23,1271.32,1287.68,45957
2013-11-20,1287.68,1296.57,1255.91,1266.01,121955
2013-11-21,1266.01,1266.46,1263.22,1264.38,103435
2013-11-22,1264.38,1276.35,1237.95,1269.21,107008
2013-11-25,1269.21,1302.25,1255.93,1286.69,136872
2013-11-26,1286.69,1289.55,1277.41,1281.55,182261
2013-11-27,1281.55,1289.07,1258.5,1273.2,122220
2013-11-28,1273.2,1278.56,1264.59,1268.38,139032
2013-11-29,1268.38,1295.63,1267.67,1279.49,71616
2013-12-02,1279.49,1287.85,1274.0,1283.99,197068
2013-12-03,1283.99,1292.4,1275.31,1278.76,140855
2013-12-04,1278.76,1332.28,1223.13,1285.35,174838
2013-12-05,1285.35,1292.01,1282.39,1287.21,5429
2013-12-06,1287.21,1299.02,1287.16,1299.01,59444
2013-12-09,1299.01,1300.13,1291.37,1291.68,64186
2013-12-10,1291.68,1297.45,1284.91,1288.68,134338
2013-12-11,1288.68,1288.81,1280.17,1284.98,88012
2013-12-12,1284.98,1286.82,1268.48,1269.26,158567
2013-12-13,1269.26,1277.35,1244.65,1273.43,114884
2013-12-16,1273.43,1277.48,1266.72,1277.19,143858
2013-12-17,1277.19,1289.69,1275.4,1278.06,67998
2013-12-18,1278.06,1279.17,1275.82,1276.23,98287
2013-12-19,1276.23,1276.91,1259.39,1261.21,75731
2013-12-20,1261.21,1264.72,1255.99,1257.43,24937
2013-12-23,1257.43,1262.87,1244.35,1254.54,75026
2013-12-24,1254.54,1256.08,1241.03,1246.62,135882
2013-12-25,1246.62,1258.03,1225.9,1245.82,91940
2013-12-26,1245.82,1251.3,1245.76,1251.24,70633
2013-12-27,1251.24,1273.73,1249.57,1273.2,128180
2013-12-30,1273.2,1276.94,1257.54,1276.01,116390
2013-12-31,1276.01,1296.8,1267.53,1279.76,82278
2014-01-01,1279.76,1281.76,1276.61,1279.74,107891
2014-01-02,1279.74,1287.08,1254.45,1259.08,107625
2014-01-03,1259.08,1273.21,1253.88,1259.71,172372
2014-01-06,1259.71,1263.87,1257.73,1261.3,56414
2014-01-07,1261.3,1294.08,1245.62,1289.94,100624
2014-01-08,1289.94,1301.58,1269.07,1288.54,120431
2014-01-09,1288.54,1302.43,1275.99,1292.77,56322
2014-01-10,1292.77,1295.33,1285.75,1293.15,52976
2014-01-13,1293.15,1300.7,1268.68,1280.66,118528
2014-01-14,1280.66,1311.03,1256.62,1294.48,122091
2014-01-15,1294.48,1310.14,1289.25,1303.88,110417
2014-01-16,1303.88,1321.62,1288.56,1313.74,113986
2014-01-17,1313.74,1315.89,1298.01,1303.93,127165
2014-01-20,1303.93,1322.36,1300.72,1320.91,113402
2014-01-21,1320.91,1323.05,1298.35,1305.33,130271
2014-01-22,1305.33,1321.86,1303.17,1312.85,98427
2014-01-23,1312.85,1339.83,1310.01,1339.17,143270
2014-01-24,1339.17,1351.12,1302.57,1328.1,115472
2014-01-27,1328.1,1360.1,1305.84,1322.11,109972
2014-01-28,1322.11,1326.15,1321.75,1323.94,85943
2014-01-29,1323.94,1342.54,1283.9,1318.73,119994
2014-01-30,1318.73,1326.11,1259.34,1301.5,125020
2014-01-31,1301.5,1310.59,1299.93,1303.05,178166
2014-02-03,1303.05,1310.68,1280.99,1291.66,178503
2014-02-04,1291.66,1297.94,1291.59,1297.89,70300
2014-02-05,1297.89,1306.37,1276.58,1288.2,122515
2014-02-06,1288.2,1331.96,1281.47,1306.78,86594
2014-02-07,1306.78,1314.39,1294.35,1298.53,116594
2014-02-10,1298.53,1298.82,1291.95,1295.64,1182
2014-02-11,1295.64,1306.82,1290.73,1305.79,115452
2014-02-12,1305.79,1310.9,1287.87,1292.45,81367
2014-02-13,1292.45,1296.04,1291.48,1295.88,107800
2014-02-14,1295.88,1324.13,1289.05,1311.73,125181
2014-02-17,1311.73,1322.0,1286.75,1294.0,110126
2014-02-18,1294.0,1297.34,1288.67,1296.94,79342
2014-02-19,1296.94,1301.32,1294.84,1300.74,92929
2014-02-20,1300.74,1321.54,1294.37,1310.55,89752
2014-02-21,1310.55,1310.76,1295.42,1297.08,134980
2014-02-24,1297.08,1308.14,1273.3,1282.88,80511
2014-02-25,1282.88,1293.55,1276.39,1289.7,81755
2014-02-26,1289.7,1295.49,1288.25,1293.95,83480
2014-02-27,1293.95,1298.07,1282.7,1297.66,122925
2014-02-28,1297.66,1311.68,1289.93,1302.46,107353
2014-03-03,1302.46,1315.91,1256.86,1295.48,96181
2014-03-04,1295.48,1301.03,1274.29,1298.98,136615
2014-03-05,1298.98,1304.1,1293.97,1303.18,169554
2014-03-06,1303.18,1311.59,1292.07,1295.8,119282
2014-03-07,1295.8,1320.28,1285.47,1318.17,88844
2014-03-10,1318.17,1325.04,1300.83,1324.44,97903
2014-03-11,1324.44,1355.15,1309.78,1311.31,138057
2014-03-12,1311.31,1328.8,1306.38,1319.71,162515
2014-03-13,1319.71,1320.67,1307.97,1309.16,176165
2014-03-14,1309.16,1371.54,1305.4,1319.08,111824
2014-03-17,1319.08,1366.32,1293.05,1333.39,108671
2014-03-18,1333.39,1342.83,1311.05,1324.46,75684
2014-03-19,1324.46,1340.86,1317.84,1336.5,55805
2014-03-20,1336.5,1346.03,1334.83,1342.06,71283
2014-03-21,1342.06,1356.54,1341.39,1352.48,78751
2014-03-24,1352.48,1384.0,1347.48,1375.91,116344
2014-03-25,1375.91,1379.82,1369.3,1373.44,121392
2014-03-26,1373.44,1385.22,1356.37,1364.85,16518
2014-03-27,1364.85,1365.12,1346.79,1354.73,62539
2014-03-28,1354.73,1357.63,1343.77,1345.62,10470
2014-03-31,1345.62,1364.71,1330.96,1345.36,9900
2014-04-01,1345.36,1353.99,1335.03,1350.07,84599
2014-04-02,1350.07,1354.81,1337.89,1354.01,130728
2014-04-03,1354.01,1366.19,1341.28,1364.54,16635
2014-04-04,1364.54,1372.73,1357.08,1365.27,98179
2014-04-07,1365.27,1387.15,1363.14,1383.46,39313
2014-04-08,1383.46,1388.22,1367.81,1380.72,81999
2014-04-09,1380.72,1425.25,1373.69,1414.76,70761
2014-04-10,1414.76,1431.08,1392.78,1422.93,92977
2014-04-11,1422.93,1423.95,1399.03,1412.52,71246
2014-04-14,1412.52,1414.76,1398.86,1399.59,103670
2014-04-15,1399.59,1406.44,1398.76,1405.99,163124
2014-04-16,1405.99,1419.24,1396.66,1403.61,64430
2014-04-17,1403.61,1425.92,1381.7,1412.88,75840
2014-04-18,1412.88,1425.05,1411.48,1419.16,139862
2014-04-21,1419.16,1423.83,1417.2,1418.59,112962
2014-04-22,1418.59,1420.1,1355.07,1408.37,92524
2014-04-23,1408.37,1438.5,1370.65,1390.07,118666
2014-04-24,1390.07,1412.11,1344.5,1385.09,137287
2014-04-25,1385.09,1400.23,1381.06,1396.1,67019
2014-04-28,1396.1,1404.16,1386.18,1399.19,148923
2014-04-29,1399.19,1400.59,1382.09,1384.35,27175
2014-04-30,1384.35,1394.88,1384.06,1386.98,45267
2014-05-01,1386.98,1420.01,1383.76,1392.21,150548
2014-05-02,1392.21,1399.22,1379.31,1381.88,110560
2014-05-05,1381.88,1398.52,1376.28,1384.29,33804
2014-05-06,1384.29,1387.33,1382.92,1385.53,54791
2014-05-07,1385.53,1440.85,1350.19,1372.15,102881
2014-05-08,1372.15,1380.15,1371.9,1377.08,110310
2014-05-09,1377.08,1390.81,1374.14,1384.48,23687
2014-05-12,1384.48,1403.79,1359.44,1398.31,122262
2014-05-13,1398.31,1421.94,1366.14,1411.84,143307
2014-05-14,1411.84,1412.52,1385.59,1395.19,48513
2014-05-15,1395.19,1407.64,1362.05,1384.19,39226
2014-05-16,1384.19,1410.63,1360.23,1391.04,148010
2014-05-19,1391.04,1400.81,1382.8,1397.87,25210
2014-05-20,1397.87,1405.87,1395.17,1404.72,79607
2014-05-21,1404.72,1455.12,1404.36,1453.74,118140
2014-05-22,1453.74,1462.24,1446.67,1461.31,86298
2014-05-23,1461.31,1478.88,1460.74,1476.21,124408
2014-05-26,1476.21,1490.32,1475.63,1488.81,128584
2014-05-27,1488.81,1536.68,1477.43,1497.45,117019
2014-05-28,1497.45,1524.49,1479.34,1493.32,88458
2014-05-29,1493.32,1525.94,1482.2,1503.4,77778
2014-05-30,1503.4,1507.45,1491.87,1493.2,112698
2014-06-02,1493.2,1493.71,1487.24,1490.14,39421
2014-06-03,1490.14,1499.37,1483.75,1483.84,109010
2014-06-04,1483.84,1499.41,1464.54,1485.02,108093
2014-06-05,1485.02,1535.74,1435.44,1515.75,131006
2014-06-06,1515.75,1517.87,1488.69,1490.95,148021
2014-06-09,1490.95,1504.64,1488.36,1500.08,92566
2014-06-10,1500.08,1500.36,1472.77,1478.93,21955
2014-06-11,1478.93,1483.17,1471.15,1472.92,96221
2014-06-12,1472.92,1493.25,1464.12,1487.31,141668
2014-06-13,1487.31,1489.5,1481.76,1488.26,71724
2014-06-16,1488.26,1511.19,1459.39,1474.28,70815
2014-06-17,1474.28,1481.83,1461.83,1465.17,118024
2014-06-18,1465.17,1509.5,1456.57,1474.2,87965
2014-06-19,1474.2,1481.8,1459.99,1464.91,92229
2014-06-20,1464.91,1480.75,1444.66,1467.93,80657
2014-06-23,1467.93,1473.59,1464.38,1468.73,94424
2014-06-24,1468.73,1491.46,1444.82,1460.51,102907
2014-06-25,1460.51,1489.25,1460.26,1488.65,30751
2014-06-26,1488.65,1498.13,1477.72,1497.11,138061
2014-06-27,1497.11,1504.95,1466.26,1470.69,133870
2014-06-30,1470.69,1476.74,1449.86,1473.31,117290
2014-07-01,1473.31,1478.69,1459.53,1464.94,95573
2014-07-02,1464.94,1488.52,1459.55,1476.23,16279
2014-07-03,1476.23,1482.52,1456.25,1466.13,50502
2014-07-04,1466.13,1468.48,1464.34,1464.89,75739
2014-07-07,1464.89,1475.07,1459.75,1471.67,53825
2014-07-08,1471.67,1494.34,1467.15,1483.17,96135
2014-07-09,1483.17,1489.54,1463.62,1467.72,47314
2014-07-10,1467.72,1480.26,1454.21,1463.63,41328
2014-07-11,1463.63,1471.49,1453.62,1457.77,139136
2014-07-14,1457.77,1466.98,1446.93,1449.69,68792
2014-07-15,1449.69,1498.62,1430.38,1472.77,135718
2014-07-16,1472.77,1490.48,1451.53,1478.26,191266
2014-07-17,1478.26,1493.55,1443.4,1462.12,128508
2014-07-18,1462.12,1485.68,1448.73,1474.28,107407
2014-07-21,1474.28,1503.93,1465.27,1502.36,61907
2014-07-22,1502.36,1524.94,1492.97,1516.2,136015
2014-07-23,1516.2,1525.0,1487.28,1496.05,166688
2014-07-24,1496.05,1514.45,1445.22,1489.8,33735
2014-07-25,1489.8,1513.1,1483.51,1506.7,57994
2014-07-28,1506.7,1523.84,1488.71,1497.41,111350
2014-07-29,1497.41,1517.27,1476.95,1503.41,131173
2014-07-30,1503.41,1514.09,1502.09,1513.82,57165
2014-07-31,1513.82,1554.33,1495.55,1501.55,140297
2014-08-01,1501.55,1505.38,1481.4,1500.88,100499
2014-08-04,1500.88,1577.84,1409.86,1458.7,93087
2014-08-05,1458.7,1464.13,1436.88,1445.9,109159
2014-08-06,1445.9,1463.73,1434.25,1443.07,125546
2014-08-07,1443.07,1449.19,1425.2,1427.67,64757
2014-08-08,1427.67,1462.35,1411.33,1448.86,90475
2014-08-11,1448.86,1449.51,1430.22,1431.07,126616
2014-08-12,1431.07,1457.87,1414.45,1425.99,109257
2014-08-13,1425.99,1430.32,1417.1,1428.13,135256
2014-08-14,1428.13,1457.42,1412.54,1446.88,146807
2014-08-15,1446.88,1447.05,1427.9,1429.07,65531
2014-08-18,1429.07,1445.32,1428.65,1444.29,37540
2014-08-19,1444.29,1452.74,1439.22,1444.84,74890
2014-08-20,1444.84,1451.29,1421.47,1432.79,151078
2014-08-21,1432.79,1445.59,1427.03,1439.12,167055
2014-08-22,1439.12,1459.43,1422.02,1442.09,113542
2014-08-25,1442.09,1445.31,1419.69,1434.91,144032
2014-08-26,1434.91,1445.2,1428.83,1436.26,170447
2014-08-27,1436.26,1436.27,1431.85,1431.86,183441
2014-08-28,1431.86,1439.58,1425.18,1433.78,97843
2014-08-29,1433.78,1460.19,1397.53,1442.66,107845
2014-09-01,1442.66,1486.02,1438.9,1463.43,144155
2014-09-02,1463.43,1463.45,1443.41,1447.88,56313
2014-09-03,1447.88,1488.22,1426.89,1475.81,163593
2014-09-04,1475.81,1488.66,1438.58,1450.91,45367
2014-09-05,1450.91,1452.1,1445.1,1449.38,128243
2014-09-08,1449.38,1461.34,1444.58,1457.34,61411
2014-09-09,1457.34,1468.8,1415.61,1461.34,127157
2014-09-10,1461.34,1462.48,1452.96,1453.71,117132
2014-09-11,1453.71,1454.44,1451.25,1451.45,103143
2014-09-12,1451.45,1466.99,1412.34,1445.57,53866
2014-09-15,1445.57,1493.57,1402.26,1438.53,71639
2014-09-16,1438.53,1466.25,1432.98,1449.84,116019
2014-09-17,1449.84,1455.01,1447.32,1454.85,158037
2014-09-18,1454.85,1503.33,1416.89,1446.39,88807
2014-09-19,1446.39,1466.22,1435.1,1458.38,186602
2014-09-22,1458.38,1466.82,1438.66,1462.74,144236
2014-09-23,1462.74,1481.13,1462.02,1473.65,134465
2014-09-24,1473.65,1485.77,1471.82,1482.19,97041
2014-09-25,1482.19,1484.61,1469.99,1471.69,120223
2014-09-26,1471.69,1526.31,1455.06,1464.78,119657
2014-09-29,1464.78,1476.67,1463.87,1474.85,117439
2014-09-30,1474.85,1511.4,1469.63,1483.16,91101
2014-10-01,1483.16,1505.77,1469.67,1483.18,179662
2014-10-02,1483.18,1492.52,1481.18,1485.02,133629
2014-10-03,1485.02,1506.6,1483.19,1502.15,75705
2014-10-06,1502.15,1502.69,1494.02,1494.55,28959
2014-10-07,1494.55,1506.49,1470.16,1502.04,117767
2014-10-08,1502.04,1510.53,1475.08,1499.59,120890
2014-10-09,1499.59,1503.26,1495.51,1496.95,122949
2014-10-10,1496.95,1539.18,1490.72,1511.78,105820
2014-10-13,1511.78,1524.47,1495.4,1523.01,127816
2014-10-14,1523.01,1536.27,1507.48,1534.11,84492
2014-10-15,1534.11,1555.34,1525.23,1551.96,94893
2014-10-16,1551.96,1580.36,1532.27,1552.25,143550
2014-10-17,1552.25,1561.74,1544.66,1561.62,167828
2014-10-20,1561.62,1566.72,1523.98,1557.31,107011
2014-10-21,1557.31,1571.23,1554.28,1561.76,81818
2014-10-22,1561.76,1562.1,1559.63,1559.93,102090
2014-10-23,1559.93,1574.33,1536.48,1561.24,139112
2014-10-24,1561.24,1611.46,1510.74,1569.43,87912
2014-10-27,1569.43,1585.59,1555.21,1558.08,59576
2014-10-28,1558.08,1600.89,1552.09,1587.09,63017
2014-10-29,1587.09,1596.15,1567.02,1572.93,119847
2014-10-30,1572.93,1577.63,1538.34,1556.11,132620
2014-10-31,1556.11,1572.24,1555.81,1572.09,147225
2014-11-03,1572.09,1583.54,1571.53,1583.04,79928
2014-11-04,1583.04,1599.44,1581.57,1591.66,120009
2014-11-05,1591.66,1611.85,1583.41,1600.35,168481
2014-11-06,1600.35,1613.76,1585.33,1599.99,68177
2014-11-07,1599.99,1609.49,1570.73,1587.19,120109
2014-11-10,1587.19,1630.28,1516.08,1588.13,76728
2014-11-11,1588.13,1592.17,1536.31,1578.55,26732
2014-11-12,1578.55,1619.73,1544.27,1592.1,95862
2014-11-13,1592.1,1637.62,1555.27,1589.9,127157
2014-11-14,1589.9,1590.59,1575.97,1578.24,113234
2014-11-17,1578.24,1600.38,1546.58,1573.7,155059
2014-11-18,1573.7,1583.14,1565.71,1579.4,55536
2014-11-19,1579.4,1579.73,1570.52,1571.49,113868
2014-11-20,1571.49,1650.98,1558.71,1560.11,125621
2014-11-21,1560.11,1563.73,1557.35,1563.49,109311
2014-11-24,1563.49,1595.51,1547.87,1566.88,138335
2014-11-25,1566.88,1567.08,1558.93,1559.89,108973
2014-11-26,1559.89,1564.49,1533.14,1553.46,112831
2014-11-27,1553.46,1560.93,1552.5,1556.7,66721
2014-11-28,1556.7,1565.52,1525.47,1537.0,184990
2014-12-01,1537.0,1579.79,1490.94,1518.19,102850
2014-12-02,1518.19,1533.15,1489.08,1508.83,149583
2014-12-03,1508.83,1515.86,1502.31,1506.28,192145
2014-12-04,1506.28,1541.74,1478.04,1510.72,61064
2014-12-05,1510.72,1536.5,1506.85,1530.79,67042
2014-12-08,1530.79,1567.67,1530.78,1542.6,131285
2014-12-09,1542.6,1553.08,1526.03,1540.56,46016
2014-12-10,1540.56,1540.8,1539.67,1540.45,92836
2014-12-11,1540.45,1545.07,1522.15,1527.04,60567
2014-12-12,1527.04,1532.76,1522.73,1527.01,45085
2014-12-15,1527.01,1538.68,1523.07,1523.34,175910
2014-12-16,1523.34,1541.24,1511.14,1527.92,38287
2014-12-17,1527.92,1534.24,1510.32,1517.03,90561
2014-12-18,1517.03,1529.54,1513.7,1524.27,86435
2014-12-19,1524.27,1546.04,1521.39,1545.26,80122
2014-12-22,1545.26,1548.34,1543.81,1543.92,67559
2014-12-23,1543.92,1554.48,1539.88,1549.56,131314
2014-12-24,1549.56,1562.17,1545.47,1559.15,117790
2014-12-25,1559.15,1561.26,1548.57,1553.72,100287
2014-12-26,1553.72,1562.66,1474.49,1556.91,85598
2014-12-29,1556.91,1561.85,1553.01,1557.19,147709
2014-12-30,1557.19,1574.44,1544.42,1558.63,94314
2014-12-31,1558.63,1564.58,1543.09,1548.14,54279
2015-01-01,1548.14,1549.53,1547.12,1548.62,102927
2015-01-02,1548.62,1558.66,1548.41,1555.59,55218
2015-01-05,1555.59,1576.97,1547.18,1575.74,124123
2015-01-06,1575.74,1626.19,1571.8,1589.16,151015
2015-01-07,1589.16,1621.03,1586.88,1619.59,148727
2015-01-08,1619.59,1635.94,1602.58,1608.49,77130
2015-01-09,1608.49,1626.34,1607.17,1620.79,142606
2015-01-12,1620.79,1647.05,1599.03,1623.24,94384
2015-01-13,1623.24,1657.64,1615.65,1654.7,116962
2015-01-14,1654.7,1655.72,1641.68,1642.61,111240
2015-01-15,1642.61,1681.43,1624.16,1630.22,229723
2015-01-16,1630.22,1637.71,1617.03,1621.42,139823
2015-01-19,1621.42,1670.36,1537.8,1591.17,75118
2015-01-20,1591.17,1596.22,1572.9,1583.78,52012
2015-01-21,1583.78,1618.25,1539.96,1573.23,19260
2015-01-22,1573.23,1577.38,1572.92,1575.38,81686
2015-01-23,1575.38,1581.23,1571.64,1580.2,71412
2015-01-26,1580.2,1609.57,1578.65,1606.6,60194
2015-01-27,1606.6,1627.1,1606.02,1620.04,157154
2015-01-28,1620.04,1635.39,1603.05,1611.67,150113
2015-01-29,1611.67,1617.14,1583.3,1598.85,104137
2015-01-30,1598.85,1615.79,1598.05,1605.76,112883
2015-02-02,1605.76,1605.92,1586.95,1587.11,109030
2015-02-03,1587.11,1613.27,1586.7,1612.97,126588
2015-02-04,1612.97,1639.69,1608.03,1629.73,68719
2015-02-05,1629.73,1653.8,1616.42,1622.83,26754
2015-02-06,1622.83,1667.76,1596.49,1598.36,93987
2015-02-09,1598.36,1623.6,1591.53,1617.53,118574
2015-02-10,1617.53,1620.63,1607.1,1615.79,107242
2015-02-11,1615.79,1647.17,1606.11,1633.42,110287
2015-02-12,1633.42,1633.45,1609.04,1610.43,93426
2015-02-13,1610.43,1614.15,1598.07,1601.87,44458
2015-02-16,1601.87,1636.32,1597.36,1601.92,64288
2015-02-17,1601.92,1602.87,1584.06,1602.56,126199
2015-02-18,1602.56,1616.73,1590.19,1596.18,65740
2015-02-19,1596.18,1607.16,1593.08,1604.98,84687
2015-02-20,1604.98,1605.84,1587.34,1589.9,84004
2015-02-23,1589.9,1590.12,1587.09,1587.95,73195
2015-02-24,1587.95,1613.84,1577.94,1589.69,147275
2015-02-25,1589.69,1598.68,1585.21,1596.96,141443
2015-02-26,1596.96,1631.49,1586.94,1607.03,149506
2015-02-27,1607.03,1613.48,1589.07,1591.14,75427
2015-03-02,1591.14,1603.16,1552.95,1569.8,164351
2015-03-03,1569.8,1603.56,1563.09,1587.74,94002
2015-03-04,1587.74,1605.67,1575.32,1592.47,151842
2015-03-05,1592.47,1599.53,1579.12,1582.04,44168
2015-03-06,1582.04,1611.5,1580.0,1603.93,81922
2015-03-09,1603.93,1605.67,1600.92,1605.57,85125
2015-03-10,1605.57,1626.51,1584.02,1622.35,105595
2015-03-11,1622.35,1648.01,1619.53,1623.23,56105
2015-03-12,1623.23,1672.81,1591.15,1652.91,138000
2015-03-13,1652.91,1685.36,1652.03,1678.47,112068
2015-03-16,1678.47,1684.45,1671.56,1674.45,97436
2015-03-17,1674.45,1710.46,1672.83,1688.54,105721
2015-03-18,1688.54,1708.8,1679.27,1697.79,68002
2015-03-19,1697.79,1732.18,1661.59,1717.97,155738
2015-03-20,1717.97,1723.7,1697.84,1702.9,77755
2015-03-23,1702.9,1716.89,1700.59,1712.79,164591
2015-03-24,1712.79,1736.49,1704.16,1728.36,123436
2015-03-25,1728.36,1747.91,1698.18,1701.2,140378
2015-03-26,1701.2,1724.7,1681.68,1683.12,96502
2015-03-27,1683.12,1692.61,1652.19,1652.78,174220
2015-03-30,1652.78,1654.19,1642.1,1648.66,89493
2015-03-31,1648.66,1664.86,1645.82,1658.96,52825
2015-04-01,1658.96,1683.0,1654.08,1680.86,135500
2015-04-02,1680.86,1682.48,1675.38,1681.64,149980
2015-04-03,1681.64,1714.39,1662.27,1705.64,115166
2015-04-06,1705.64,1719.27,1629.96,1684.57,83511
2015-04-07,1684.57,1693.56,1651.97,1659.13,88800
2015-04-08,1659.13,1671.18,1638.6,1658.11,187363
2015-04-09,1658.11,1669.6,1651.71,1663.53,96282
2015-04-10,1663.53,1668.43,1662.01,1662.82,70734
2015-04-13,1662.82,1664.5,1606.41,1632.57,75670
2015-04-14,1632.57,1634.6,1618.87,1631.21,180611
2015-04-15,1631.21,1640.32,1587.2,1612.49,113902
2015-04-16,1612.49,1622.61,1612.19,1622.06,120249
2015-04-17,1622.06,1642.05,1594.81,1627.3,154502
2015-04-20,1627.3,1719.3,1581.03,1613.83,109715
2015-04-21,1613.83,1634.22,1586.34,1606.55,176937
2015-04-22,1606.55,1629.51,1585.27,1591.68,20980
2015-04-23,1591.68,1618.88,1590.56,1590.94,16887
2015-04-24,1590.94,1613.85,1588.89,1604.54,65460
2015-04-27,1604.54,1604.55,1590.47,1590.73,45325
2015-04-28,1590.73,1626.19,1584.15,1597.96,80469
